!CSV A.01.01
!Keysight Technologies,N5247B,MY58422921,A.14.80.08
!Date: Wednesday, April 12, 2023 00:56:22
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
44560000000,-33.919975,-158.01958,0.12730941,-0.88942635,0.11998855,-0.89357859,-24.321861,6.5707011
44620000000,-35.100315,-168.53279,0.1192517,-0.98257363,0.1299029,-0.8682183,-25.141848,12.275313
44680000000,-35.359962,171.26106,0.12734561,-0.85206079,0.11325357,-0.84108382,-24.796822,18.016212
44740000000,-34.93401,153.10925,0.11271333,-0.74901456,0.1267855,-0.80982411,-24.612938,22.31362
44800000000,-33.390228,132.59023,0.11427585,-0.68199629,0.1272154,-0.80290771,-24.407917,28.405334
44860000000,-30.323093,126.63813,0.10588975,-0.62202728,0.10394461,-0.78413308,-23.541706,34.289932
44920000000,-29.315683,122.75712,0.11036647,-0.66608804,0.10432117,-0.77077264,-23.470997,39.480591
44980000000,-28.142366,117.92944,0.11345683,-0.72300851,0.10504641,-0.73976737,-23.358627,45.129135
45040000000,-27.054457,121.54338,0.090605885,-0.66572428,0.11121131,-0.74518883,-23.216362,50.110279
45100000000,-26.269732,122.99567,0.092199184,-0.6649754,0.095389105,-0.79432237,-23.795456,54.827053
45160000000,-26.119625,121.37774,0.10791482,-0.71945506,0.096845478,-0.65512651,-23.951693,57.465244
45220000000,-25.943874,123.60265,0.097537532,-0.67809284,0.087407373,-0.70527786,-24.172094,60.747662
45280000000,-25.984631,124.33427,0.10591501,-0.65755844,0.085591502,-0.63953167,-24.691038,64.644043
45340000000,-26.000204,122.7606,0.10495949,-0.64152801,0.085067607,-0.74166077,-24.848541,68.728928
45400000000,-25.927343,120.5515,0.098239608,-0.64702505,0.10409018,-0.69924319,-24.878601,74.027969
45460000000,-25.624838,122.34915,0.094707847,-0.57432657,0.096352309,-0.7119869,-24.965263,78.131248
45520000000,-25.403183,119.96828,0.10530109,-0.64564407,0.093287244,-0.6572299,-25.074533,84.363289
45580000000,-25.997927,118.96262,0.11382803,-0.72765321,0.11127993,-0.64811087,-24.532614,86.985809
45640000000,-25.401749,121.27296,0.10462644,-0.74534738,0.093699187,-0.79213333,-26.041729,94.178284
45700000000,-26.044886,125.39393,0.11410187,-0.83000243,0.090777762,-0.77606857,-27.029352,99.233467
45760000000,-26.295816,126.26063,0.097802281,-0.8322885,0.10120407,-0.8647806,-28.106663,105.07342
45820000000,-26.871504,130.89809,0.1048483,-0.84144932,0.10359784,-0.85955238,-28.726681,108.52173
45880000000,-27.392332,132.16768,0.1032116,-0.81369066,0.11214225,-0.80434954,-30.149658,108.42963
45940000000,-28.207619,130.26466,0.1014873,-0.80891865,0.10887121,-0.8184275,-29.326658,116.57298
46000000000,-28.768341,131.66051,0.10651621,-0.81497365,0.11164778,-0.76677454,-29.610933,127.24144
46060000000,-30.597498,126.0075,0.10161981,-0.88662428,0.11025493,-0.89828366,-30.731474,136.325
46120000000,-31.263309,126.90448,0.11219018,-0.86086202,0.10208305,-0.97281617,-31.171453,135.08334
46180000000,-32.324772,122.91815,0.10497313,-0.80180645,0.099842764,-0.95155847,-31.336464,145.6586
46240000000,-32.043152,120.0448,0.098524556,-1.0123147,0.088358141,-0.86934012,-31.13929,146.8678
46300000000,-31.454292,112.92355,0.10917313,-0.96189171,0.093726039,-1.0035599,-32.598949,145.30783
46360000000,-32.728565,117.92121,0.10052574,-0.91899067,0.10031378,-0.88132018,-32.554871,151.4288
46420000000,-33.336712,119.95074,0.1082668,-0.80357355,0.098139897,-0.97064054,-31.922188,163.25729
46480000000,-34.271748,130.43108,0.094871461,-0.90009236,0.10584529,-0.91200531,-31.989605,168.11803
46540000000,-36.345757,118.75202,0.10958154,-0.88353032,0.11428392,-0.85460889,-32.184959,168.11119
46600000000,-41.5951,101.11543,0.10196219,-0.86476761,0.10744311,-0.85433775,-30.519014,179.4453
46660000000,-38.401207,124.67583,0.12911497,-0.74159831,0.11156049,-0.75221777,-30.439095,-169.91145
46720000000,-43.766445,74.665627,0.10582912,-0.79624122,0.10309078,-0.71546298,-30.809677,-167.96359
46780000000,-43.813934,52.739807,0.11119768,-0.73827755,0.12037077,-0.76511389,-29.848198,-169.60228
46840000000,-40.327267,44.919106,0.11010804,-0.79313421,0.10831225,-0.81780046,-31.063599,-167.71973
46900000000,-38.191414,20.940994,0.10680668,-0.70136559,0.10751028,-0.82310134,-31.161949,-162.11032
46960000000,-37.162434,17.563431,0.10645609,-0.68779606,0.10174928,-0.82119346,-31.964546,-164.40959
47020000000,-34.740482,21.828146,0.10898633,-0.73935425,0.11034628,-0.75076491,-30.992353,-158.62329
47080000000,-35.385777,19.951523,0.10642477,-0.65612417,0.11878727,-0.72115332,-31.942738,-152.44424
47140000000,-34.864059,17.101906,0.10409574,-0.72098547,0.11313756,-0.82872421,-31.704477,-146.07516
47200000000,-34.918053,20.015131,0.099227481,-0.71358311,0.10874549,-0.76210642,-32.475674,-142.24904
47260000000,-33.067242,7.1747832,0.11047398,-0.70494759,0.085698605,-0.75950491,-34.163853,-135.9482
47320000000,-32.440403,9.6839619,0.10753655,-0.80178231,0.11303364,-0.74924481,-32.839752,-137.75835
47380000000,-31.833055,7.4047518,0.091195516,-0.71507812,0.10222515,-0.72615415,-35.297783,-132.56888
47440000000,-31.744959,8.5620289,0.10516314,-0.61361426,0.088925257,-0.72070104,-33.804459,-123.77401
47500000000,-31.221266,5.727005,0.10031833,-0.65861803,0.087364748,-0.84752035,-35.785442,-135.84999
47560000000,-31.229914,2.248441,0.095111549,-0.77662224,0.098742679,-0.74144578,-34.447392,-125.35826
47620000000,-30.324207,6.0643253,0.082208447,-0.73019105,0.085932605,-0.79602975,-35.699055,-128.90373
47680000000,-30.903168,9.5494795,0.098031074,-0.70567238,0.085754447,-0.78131598,-35.260128,-113.27776
47740000000,-29.87941,11.302697,0.10594533,-0.68321294,0.092659377,-0.78954196,-34.551708,-113.0622
47800000000,-31.523859,7.3492527,0.090381771,-0.7912184,0.10422413,-0.76290452,-36.507324,-107.53
47860000000,-31.207029,4.1904044,0.094321333,-0.6817252,0.091400832,-0.80585939,-35.238369,-105.18224
47920000000,-32.499321,3.8477008,0.083029822,-0.79092205,0.063180909,-0.74582732,-36.978123,-118.97004
47980000000,-32.531998,-3.7493393,0.06027513,-0.68690515,0.082309544,-0.75625622,-37.780159,-117.66158
48040000000,-33.284885,-11.252331,0.076149233,-0.77751476,0.064149752,-0.70251763,-35.351662,-115.37494
48100000000,-33.031517,-10.796609,0.071225077,-0.67797166,0.075930476,-0.70530897,-35.540733,-111.74842
48160000000,-33.40749,-14.728171,0.074213631,-0.67292821,0.080813222,-0.67827094,-36.103355,-108.39125
48220000000,-32.995747,-24.768152,0.083684474,-0.65884465,0.070526771,-0.63242775,-36.343105,-108.01295
48280000000,-33.729073,-32.146587,0.080361433,-0.66784495,0.074822284,-0.72778261,-35.582874,-94.366219
48340000000,-34.032314,-24.649115,0.069160908,-0.66024292,0.070341356,-0.68900698,-35.931812,-112.03616
48400000000,-34.497288,-37.087547,0.078754626,-0.73120999,0.064112,-0.75187677,-35.006618,-100.80527
48460000000,-34.344032,-46.265526,0.067111567,-0.71176326,0.070060663,-0.7568047,-33.27993,-94.2314
48520000000,-36.524887,-47.551807,0.044128578,-0.62251765,0.068831734,-0.53386146,-34.970573,-109.96313
48580000000,-34.256752,-58.66074,0.061251767,-0.73897266,0.061683092,-0.71717465,-31.92977,-100.90995
48640000000,-33.650101,-71.850517,0.045785129,-0.65583062,0.043551996,-0.82000268,-30.687027,-101.73861
48700000000,-32.925079,-73.975693,0.07034798,-0.74821186,0.06563805,-0.68838018,-31.630875,-98.435143
48760000000,-31.778654,-93.068771,0.053675421,-0.7557016,0.043230101,-0.79206365,-29.503353,-86.649254
48820000000,-31.238487,-84.825333,0.048571095,-0.67322147,0.053979158,-0.72817189,-30.104792,-96.545631
48880000000,-31.376493,-85.085945,0.048607443,-0.66090381,0.044507802,-0.74710613,-29.092638,-90.46698
48940000000,-30.557877,-86.935677,0.066979021,-0.62060916,0.054343715,-0.59446603,-30.951845,-93.151306
49000000000,-29.123367,-82.56295,0.036731731,-0.73727483,0.041278739,-0.69353938,-29.892157,-92.756386
49060000000,-29.711468,-86.818642,0.052179947,-0.79231554,0.042218126,-0.70911914,-29.285948,-83.065811
49120000000,-30.565605,-84.710503,0.04820656,-0.68809891,0.042554453,-0.83103752,-29.375711,-79.749649
49180000000,-30.736437,-95.142525,0.036555644,-0.6335662,0.03518676,-0.65741706,-29.315826,-71.365326
49240000000,-30.724194,-94.115242,0.03684929,-0.68839896,0.03248366,-0.73122156,-29.418638,-75.524811
49300000000,-29.516472,-101.74773,0.0218002,-0.70772886,0.011331026,-0.77414554,-28.179327,-63.714466
49360000000,-29.63825,-99.770874,0.032267835,-0.76433462,0.038986333,-0.85176975,-28.534222,-55.79147
49420000000,-29.216602,-99.141869,0.023023453,-0.63774747,0.01875937,-0.6389603,-28.972763,-64.162781
49480000000,-28.517771,-103.6442,0.017780863,-0.55819774,0.04300404,-0.61406308,-28.623896,-63.219528
49540000000,-29.131529,-99.021187,0.014553013,-0.75713569,0.029376257,-0.76880825,-28.077824,-50.986267
49600000000,-29.517982,-98.604607,0.044454508,-0.63447851,0.027509203,-0.70161569,-29.66567,-53.411736
49660000000,-28.904047,-92.789055,0.016786665,-0.54809701,0.022732479,-0.72287112,-28.599434,-51.559769
49720000000,-28.815659,-94.100471,0.015904175,-0.68757755,0.019208852,-0.53979635,-28.98283,-48.258129
49780000000,-30.552113,-94.593567,0.032674816,-0.66181952,0.026439531,-0.58837742,-29.335539,-45.317852
49840000000,-30.022314,-93.934807,0.032719519,-0.52979469,0.02774173,-0.75783718,-29.786888,-33.210171
49900000000,-31.33717,-94.181625,0.019138752,-0.6366756,0.014770755,-0.62133694,-28.777109,-31.799759
49960000000,-32.111198,-108.48361,0.030394826,-0.62876523,0.03909767,-0.66333717,-30.761381,-24.253216
50020000000,-32.165596,-108.30939,0.028242234,-0.56099123,0.032552004,-0.58504546,-30.183477,-30.864748
50080000000,-30.841492,-106.49614,0.03218253,-0.47462618,0.015789144,-0.47543049,-29.839443,-36.465015
50140000000,-32.228931,-104.38596,0.034532972,-0.59585452,0.017260587,-0.61955553,-30.544052,-20.592329
50200000000,-31.784842,-106.57481,0.031846426,-0.37838304,0.021783715,-0.48441869,-30.343245,-34.845695
50260000000,-33.137943,-111.70329,0.034931522,-0.57270825,0.029047653,-0.52124155,-31.155743,-22.126183
50320000000,-32.489502,-102.61194,0.029864233,-0.47666892,0.01873978,-0.35012144,-31.109659,-15.513104
50380000000,-33.195271,-99.213654,0.027510747,-0.45499924,0.027369272,-0.37831545,-32.1745,-16.449421
50440000000,-36.218685,-99.487633,0.031961545,-0.33465898,0.040001109,-0.49615675,-33.977421,-16.575827
50500000000,-38.135757,-104.55365,0.037522744,-0.36982718,0.015971232,-0.32323974,-32.783894,-11.187617
50560000000,-37.11182,-108.48707,0.024339547,-0.39446917,0.015758192,-0.37977433,-32.850533,3.0361917
50620000000,-40.130997,-124.99257,0.013380532,-0.30153251,0.015718989,-0.33601746,-31.69705,-1.9009414
50680000000,-38.525875,-141.644,0.032846946,-0.29096884,0.0086207846,-0.37901953,-32.810535,-2.6334984
50740000000,-36.882309,-131.91608,0.014668593,-0.27450514,0.017401878,-0.18273415,-31.160641,9.9733458
50800000000,-38.999432,-150.95627,0.015317123,-0.25261006,0.026560454,-0.24147166,-32.417957,13.33807
50860000000,-37.398701,-138.93082,0.031583797,-0.16596858,0.009992904,-0.29266754,-33.562328,22.812248
50920000000,-38.127861,-155.57254,0.021190761,-0.20639127,0.03614749,-0.31707883,-36.740864,14.421432
50980000000,-41.350643,-157.68159,0.018384079,-0.27631319,0.0075381785,-0.20605738,-37.492104,28.57642
51040000000,-48.81826,-159.20576,0.0027880592,-0.18979137,0.017021311,-0.10524149,-36.668663,58.253326
51100000000,-47.222565,-177.06123,0.023669707,-0.1628588,0.026189439,-0.28785941,-39.272804,64.393761
51160000000,-41.511745,160.44972,0.0067473697,-0.12781315,0.015154613,-0.27653188,-34.291584,62.560894
51220000000,-36.298626,128.1969,0.0093110316,-0.21435978,0.0079929577,-0.040097281,-34.513844,68.580505
51280000000,-36.821976,140.59958,0.011242209,-0.20236443,0.017578742,-0.090041012,-35.730122,77.552307
51340000000,-35.635315,150.98546,0.005525209,-0.22526884,0.013623104,-0.34585059,-36.73032,98.220291
51400000000,-33.460663,146.4866,0.0041723666,-0.066442907,0.029427165,-0.25774276,-36.607014,82.273247
51460000000,-34.889797,154.71602,0.017255431,-0.25015593,0.011803995,-0.20562369,-36.198181,108.49554
51520000000,-33.987801,156.30841,-0.0064190254,-0.23272,-0.003542386,-0.21407934,-35.707607,128.60606
51580000000,-34.393101,160.15025,0.019244416,-0.17489038,0.0062495512,-0.074066214,-37.51395,123.26391
51640000000,-35.667225,167.35562,0.019068651,-0.24259327,0.012107577,-0.23449376,-37.117561,156.40337
51700000000,-37.231533,165.06989,0.0163457,-0.047547597,0.018944941,-0.13175537,-36.7686,147.49902
51760000000,-36.397709,163.63242,0.022588272,-0.18371165,0.010804296,-0.26354873,-34.970821,159.30016
51820000000,-36.371941,153.5459,0.0052687391,-0.19366899,0.0022307974,-0.12661125,-33.303078,158.99998
51880000000,-36.738609,154.42825,0.00998154,-0.26728338,0.0055453745,-0.27201888,-34.81451,-174.06641
51940000000,-34.71563,158.67764,-0.0060239579,-0.12593877,0.0082203289,-0.29319641,-34.594879,168.50073
52000000000,-35.192421,153.84149,-0.0071504102,-0.28129658,0.0065710978,-0.38605529,-34.77861,-158.22757
52060000000,-33.011585,172.31354,-0.00046519577,-0.23708069,-0.0070726252,-0.27526829,-34.562103,-162.85478
52120000000,-33.846699,-171.85358,0.016192513,-0.21653864,-0.0064555788,-0.25354481,-34.581902,-145.96898
52180000000,-35.085651,-160.08264,0.00011130824,-0.24322405,-0.0057504904,-0.29690978,-34.95483,-150.90865
52240000000,-33.938541,-155.51811,2.9509903e-005,-0.17417634,-0.015024029,-0.23551133,-33.70853,-139.22586
52300000000,-34.572979,-140.54367,0.013727872,-0.22957923,-0.00012943178,-0.20674139,-33.76268,-136.98105
52360000000,-34.984486,-112.4733,0.005292525,-0.22372708,0.004455795,-0.10986449,-32.306862,-136.85287
52420000000,-34.821289,-104.75225,0.0073888144,-0.20344974,0.0037947777,-0.21743679,-34.174244,-128.19319
52480000000,-34.867092,-85.933914,0.017994318,-0.29056028,0.0047298963,-0.28041676,-33.946297,-120.09203
52540000000,-35.906506,-84.03685,0.018494915,-0.28341255,-0.0043162997,-0.37992102,-32.46246,-117.45103
52600000000,-36.298733,-76.370087,-0.0021558006,-0.42240942,0.021986671,-0.26985401,-33.538071,-110.53655
52660000000,-35.68742,-62.414001,-0.0053031296,-0.38549459,-0.00045535807,-0.28372759,-33.92733,-115.29354
52720000000,-35.684956,-78.747787,0.0040032314,-0.35174987,0.0087540895,-0.29700911,-33.209278,-100.3536
52780000000,-35.662926,-61.195961,0.018040204,-0.33412054,0.042952266,-0.3120797,-35.077484,-92.733757
52840000000,-34.026867,-50.966213,0.011251504,-0.37860033,0.024475975,-0.39032865,-33.181892,-84.548485
52900000000,-33.907475,-63.178417,0.017062051,-0.37224257,0.012830306,-0.3837038,-31.995089,-87.286942
52960000000,-33.28915,-46.064407,0.023164041,-0.35444927,0.015079805,-0.31548539,-33.006447,-83.680016
53020000000,-32.133057,-41.108017,0.030158844,-0.30835193,0.02751332,-0.37963435,-33.057335,-78.797096
53080000000,-32.643635,-37.130882,0.037685446,-0.33849004,0.028106954,-0.2879099,-34.061737,-79.344765
53140000000,-32.679073,-29.553122,0.031254333,-0.28375366,0.032840781,-0.36818254,-35.427174,-80.283867
53200000000,-32.311031,-22.974987,0.021277828,-0.33631179,0.029844182,-0.33238792,-34.191433,-71.999931
53260000000,-32.462437,-17.96344,0.024574302,-0.42832312,0.038129382,-0.33989403,-35.988201,-69.137611
53320000000,-33.161003,-17.064133,0.024699396,-0.30765015,0.021629173,-0.32338354,-34.936138,-67.325821
53380000000,-33.80764,-9.351366,0.030334676,-0.29653645,0.020798676,-0.42115784,-35.802441,-55.807232
53440000000,-35.239632,-9.1170034,0.037464745,-0.30657098,0.036890358,-0.40042126,-36.547001,-51.856964
53500000000,-35.686661,-14.137094,0.035713106,-0.30358708,0.039530691,-0.39425665,-36.555401,-37.742683
53560000000,-34.009346,-14.299001,0.035879984,-0.31879255,0.037193216,-0.27802446,-35.242855,-47.765972
53620000000,-34.90836,-19.571835,0.038000569,-0.28546381,0.041680772,-0.23722635,-36.368244,-64.161644
53680000000,-34.479248,-19.959126,0.024225255,-0.32552782,0.043558147,-0.25472257,-39.263058,-44.851013
53740000000,-34.73782,-21.72646,0.032690741,-0.25631562,0.04590654,-0.2392121,-40.971401,-33.57267
53800000000,-32.986359,-11.341993,0.025679434,-0.22079861,0.047420051,-0.31257135,-42.396999,-60.989521
53860000000,-33.524101,-17.098841,0.051992208,-0.254713,0.030779876,-0.37411299,-41.605461,-39.573418
53920000000,-34.758503,-15.955474,0.045798447,-0.29639456,0.051638193,-0.22906485,-45.100052,-46.656387
53980000000,-35.055878,3.122767,0.060760159,-0.33827451,0.033495851,-0.27005121,-44.456001,-1.777861
54040000000,-35.040146,-3.2364955,0.029873488,-0.24926354,0.04297277,-0.28298452,-43.398476,28.549726
54100000000,-37.08091,-9.1650314,0.038487066,-0.19426934,0.036157757,-0.26778165,-40.562725,13.462033
54160000000,-35.425484,-17.001152,0.034831375,-0.21413223,0.040593553,-0.20120756,-42.643795,34.844791
54220000000,-39.14616,6.2138481,0.045771297,-0.24909478,0.029124279,-0.29508355,-43.350372,43.714737
54280000000,-40.080875,-24.227108,0.044833701,-0.25096655,0.039467588,-0.32462218,-52.341831,112.28635
54340000000,-40.835171,-33.597435,0.046856195,-0.32880104,0.049519654,-0.29064935,-49.959492,76.030113
54400000000,-42.000168,-37.47633,0.05514073,-0.26458743,0.035807587,-0.29888347,-43.611622,118.91851
54460000000,-38.419914,-26.920652,0.039500419,-0.24336444,0.037399046,-0.27752143,-42.046738,137.72665
54520000000,-44.592167,-36.013954,0.028945826,-0.32973161,0.052338008,-0.33465302,-40.449558,151.46332
54580000000,-43.148518,-39.769897,0.035795778,-0.26788804,0.022607328,-0.35256448,-37.696957,147.34236
54640000000,-45.04958,-42.98019,0.052862283,-0.29895231,0.026876384,-0.38988796,-35.578789,163.35435
54700000000,-53.420403,-78.554871,0.029895598,-0.41360888,0.025699506,-0.38255858,-37.833904,160.83112
54760000000,-44.99575,-129.38306,0.03688471,-0.34296596,0.054677058,-0.48778409,-39.073315,179.21053
54820000000,-43.454071,-130.56276,0.058933619,-0.45648262,0.019169679,-0.32737598,-37.668156,-166.00562
54880000000,-39.455208,-137.60927,0.039273653,-0.33165205,0.041788965,-0.42763588,-38.876579,-155.86913
54940000000,-37.484936,-140.65813,0.019585103,-0.49286687,0.040276054,-0.30078158,-36.476624,-158.95367
55000000000,-34.951702,-142.78197,0.051654566,-0.36323935,0.027450556,-0.49103501,-37.105335,-134.94734
55060000000,-33.682053,-129.51711,0.045081187,-0.32823843,0.026804864,-0.41545174,-35.497604,-130.65558
