!CSV A.01.01
!Keysight Technologies,N5247B,MY58422921,A.14.80.08
!Date: Wednesday, April 12, 2023 05:33:38
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
47140000000,-6.4401441,-156.07344,-51.505936,123.2887,-36.72752,18.910864,-3.7520294,-7.0123067
47200000000,-6.5666676,-161.00426,-51.963009,55.913982,-35.408321,2.5102637,-4.8848758,-40.778076
47260000000,-6.6835704,-166.4088,-52.271706,73.334053,-34.127117,-26.916389,-6.4727569,-86.670288
47320000000,-6.7034407,-171.76611,-62.954765,-7.6271033,-32.746563,-45.449203,-7.3246775,-145.93819
47380000000,-6.7966166,-177.39325,-50.302147,-80.3536,-32.01712,-75.928123,-6.2478423,156.99486
47440000000,-6.7723584,177.17026,-52.246033,-49.008259,-31.551479,-95.026337,-4.803544,115.10413
47500000000,-6.8574147,171.67299,-54.159554,-49.029057,-31.50844,-113.87187,-3.845732,83.26873
47560000000,-6.7561269,166.63303,-49.977825,-69.316353,-31.45867,-134.28911,-3.3938069,56.729317
47620000000,-6.842042,162.4014,-59.020069,-166.77991,-29.816511,-149.83409,-3.3700545,31.818941
47680000000,-7.0320015,156.65593,-50.325096,-99.70768,-29.010748,-168.81862,-3.721997,6.3646879
47740000000,-6.9904537,151.241,-61.457958,-125.37427,-27.202427,173.65427,-4.7932925,-23.18779
47800000000,-7.1376624,146.97603,-57.094521,128.04536,-25.742586,145.17519,-6.5743685,-63.266651
47860000000,-7.2219481,140.88858,-56.417343,-143.41383,-24.582516,121.82053,-8.6701527,-119.08708
47920000000,-7.304224,135.83885,-51.195007,122.50274,-23.794342,94.481903,-8.4785261,173.61673
47980000000,-7.3974123,129.92404,-53.493362,158.89975,-23.55728,68.191383,-6.5400743,122.97952
48040000000,-7.3245845,124.93829,-69.358322,26.622854,-23.340099,45.888325,-5.0350218,86.554977
48100000000,-7.4204702,119.90886,-57.520832,88.033836,-23.019583,23.526476,-4.1620812,58.196499
48160000000,-7.3905106,114.01815,-49.567101,-10.905605,-22.537401,3.455158,-4.0241532,32.42168
48220000000,-7.3433852,110.22013,-50.540665,3.1412373,-21.471699,-17.207075,-4.2908006,5.6347179
48280000000,-7.5319052,105.1384,-48.633057,-48.437897,-20.633986,-39.092365,-5.3509383,-24.728973
48340000000,-7.5502076,99.206955,-56.085205,-26.692982,-19.362894,-64.500336,-7.3507495,-65.02462
48400000000,-7.5838785,94.808487,-54.457321,-72.790573,-18.589363,-92.077919,-9.7059183,-124.53497
48460000000,-7.6644363,88.983658,-48.417019,-0.98079872,-18.191637,-121.33114,-8.9818401,164.18272
48520000000,-7.6842127,83.775444,-52.244442,-64.324341,-18.36084,-147.92876,-6.4605131,113.41989
48580000000,-7.7578163,77.822929,-50.676434,-168.6105,-18.649624,-171.68398,-4.7386703,78.071342
48640000000,-7.701025,72.437401,-51.343067,-160.73457,-18.666077,166.79369,-3.8531482,50.730213
48700000000,-7.6700993,67.167038,-53.854313,-155.37428,-18.465946,146.10747,-3.6006358,25.505507
48760000000,-7.6627336,61.769833,-48.964008,166.06219,-17.891703,126.52826,-3.8702698,-0.35108748
48820000000,-7.595346,56.981007,-54.834103,69.462837,-17.013763,105.09562,-4.6734729,-29.872276
48880000000,-7.6863961,52.240959,-47.648006,135.82933,-16.215338,80.705505,-6.276463,-69.025375
48940000000,-7.7667503,46.856838,-48.198444,108.76242,-15.500273,53.273407,-8.0914478,-123.98616
49000000000,-7.7926626,41.657677,-49.760647,61.814312,-15.287948,25.3099,-7.6469274,168.93982
49060000000,-7.7798409,35.975075,-52.346928,9.4066133,-15.674613,-0.72661793,-5.505435,118.8213
49120000000,-7.7231669,29.825199,-48.944496,3.8845294,-16.032127,-24.035555,-4.0428591,83.09037
49180000000,-7.7757573,24.202166,-47.542526,-5.9364767,-16.406096,-44.754665,-3.1586704,55.434685
49240000000,-7.7372851,18.688274,-45.325375,-10.054491,-16.392284,-64.563332,-2.8454621,31.451818
49300000000,-7.7123718,13.48097,-53.264942,-66.819664,-16.002174,-82.77784,-2.9200206,7.6643252
49360000000,-7.5331235,7.9178014,-57.158386,-78.233345,-15.288105,-102.45336,-3.4017832,-17.676418
49420000000,-7.5233498,3.4483526,-55.783539,-97.22805,-14.411015,-124.61119,-4.5507522,-49.69556
49480000000,-7.6367712,-2.3018911,-58.93132,-165.5887,-13.443628,-148.51122,-6.1860867,-93.197655
49540000000,-7.5667272,-7.4308615,-50.978905,-153.45424,-12.953065,-176.6071,-7.352891,-154.07378
49600000000,-7.6981378,-12.099417,-49.060398,159.64445,-12.984398,156.29964,-5.8862376,146.14241
49660000000,-7.6623259,-18.788567,-51.098152,164.1776,-13.319829,131.93335,-4.2463202,104.17485
49720000000,-7.5577307,-23.737967,-54.754902,-176.24648,-13.816285,110.39109,-3.1414664,73.004967
49780000000,-7.5943098,-30.138077,-51.782204,134.45857,-13.848204,91.278625,-2.6345737,48.436428
49840000000,-7.3697228,-35.530888,-49.958721,127.1395,-13.648637,73.137405,-2.541821,25.539288
49900000000,-7.3951597,-40.326088,-55.324608,60.429512,-13.103281,55.104969,-2.7594335,3.0394871
49960000000,-7.2906532,-45.553543,-51.146267,36.6689,-12.285646,35.331913,-3.603461,-23.07477
50020000000,-7.2624478,-50.014614,-48.823959,26.002747,-11.196119,12.784396,-4.9659343,-57.552254
50080000000,-7.3795371,-55.498985,-47.645988,9.1482134,-10.249069,-12.765269,-6.9184875,-105.49651
50140000000,-7.250236,-61.294407,-52.34766,-2.8245227,-9.7179699,-40.735481,-7.5121617,-171.37358
50200000000,-7.2814393,-66.061577,-53.60836,-84.685112,-9.8230438,-67.66095,-5.7837925,132.93163
50260000000,-7.2305012,-71.636597,-49.568981,-88.464447,-10.229403,-91.622879,-4.1578012,93.793678
50320000000,-7.1923995,-77.500938,-55.4231,-171.14485,-10.410573,-112.18475,-3.232837,66.300133
50380000000,-7.1111574,-82.988106,-52.137211,-142.2588,-10.353895,-131.23314,-2.9696827,42.557056
50440000000,-7.0705199,-87.689529,-48.916939,-144.31255,-9.9601002,-149.45744,-3.0942032,19.814117
50500000000,-6.9225521,-93.273949,-50.488113,177.63094,-9.1822386,-168.58183,-3.6622505,-4.0069475
50560000000,-6.8773994,-97.772728,-47.556023,160.55304,-8.0086164,169.39693,-5.0673895,-33.640198
50620000000,-6.9027219,-102.98801,-48.451729,176.16391,-7.0033422,144.18895,-7.505599,-75.743622
50680000000,-6.8155417,-107.575,-52.316147,131.59491,-6.2455707,116.72244,-9.9707508,-142.04799
50740000000,-6.7895088,-112.45867,-50.045364,72.306503,-6.0992179,88.485283,-8.1926289,147.7764
50800000000,-6.70015,-118.26158,-50.421059,42.328373,-6.3995972,62.945435,-5.8304043,102.43353
50860000000,-6.6799207,-123.12829,-49.346786,26.344049,-6.6311178,40.779926,-4.4446397,71.60939
50920000000,-6.6922269,-128.62029,-49.52795,5.0673084,-6.6476631,20.896072,-3.919275,46.819649
50980000000,-6.6297603,-134.35626,-49.501987,-10.977092,-6.216258,1.4001671,-4.0484138,23.830217
51040000000,-6.531477,-139.31894,-49.408016,-54.763557,-5.4110632,-19.119249,-4.7978835,-1.1902465
51100000000,-6.4346604,-144.47887,-47.255974,-101.98701,-4.4224081,-42.02285,-6.6856537,-32.525631
51160000000,-6.3540907,-147.89317,-53.310345,-111.99041,-3.5346882,-68.55098,-10.188004,-80.558357
51220000000,-6.5163975,-153.19975,-54.689011,-99.710983,-3.1029315,-96.970993,-12.242876,-164.57205
51280000000,-6.3252501,-159.35683,-49.05698,-176.90559,-3.1851077,-124.88445,-8.404932,128.04866
51340000000,-6.2699237,-163.03416,-49.282158,-159.21304,-3.5999503,-149.35037,-5.7415061,90.579994
51400000000,-6.3162012,-168.0314,-48.206409,128.89943,-3.8959262,-170.88269,-4.5012226,62.410629
51460000000,-6.1796961,-173.37134,-51.338333,143.54713,-3.8841336,169.32883,-4.0318284,39.385189
51520000000,-6.3132634,-178.23267,-54.810898,100.11519,-3.5091686,149.67,-4.2303867,15.78342
51580000000,-6.2307382,175.84575,-47.511761,57.290821,-2.7709749,128.70953,-5.0400944,-11.031487
51640000000,-6.1574621,171.26895,-46.846104,106.16869,-1.8105246,105.33396,-6.8411827,-45.851238
51700000000,-6.1439877,165.73898,-49.602306,-21.198694,-1.0459181,78.551941,-9.5799732,-100.56331
51760000000,-6.0023012,161.21577,-48.397305,10.046482,-0.73461896,49.965336,-9.408268,-175.6797
51820000000,-6.1245408,156.75542,-54.706867,-33.58709,-1.0362631,22.892305,-6.5755715,128.63051
51880000000,-5.9905047,151.71837,-51.623299,10.421322,-1.5694975,-0.67912149,-4.6809411,93.312607
51940000000,-6.0722418,147.5081,-51.786335,-16.84411,-1.9224554,-21.750605,-3.756819,66.187836
52000000000,-6.1612434,141.84848,-63.25441,-36.023212,-1.9950118,-40.664261,-3.3273067,42.921124
52060000000,-6.0720582,136.92628,-57.151302,-131.13783,-1.7212191,-59.330051,-3.4562743,20.71216
52120000000,-6.2414675,132.66385,-50.382999,-137.19487,-1.0042785,-78.466019,-3.9339828,-4.4174175
52180000000,-6.2004261,126.27572,-59.713676,176.15274,-0.068331398,-99.982826,-4.9818859,-34.181286
52240000000,-6.0752306,121.94545,-57.440022,7.1941042,0.91812992,-124.37016,-6.8119488,-76.379707
52300000000,-6.2123137,116.81441,-52.287617,-108.06487,1.6067632,-151.70654,-7.9097404,-135.96318
52360000000,-6.0901818,111.64051,-49.80212,152.21935,1.7376688,-179.38197,-6.8627954,162.78076
52420000000,-6.1572556,107.20609,-69.883316,65.748924,1.4029112,155.15913,-4.9199271,117.20897
52480000000,-6.1605773,102.244,-52.893833,-78.392418,1.0681899,132.75186,-3.742624,85.450043
52540000000,-6.1788373,97.572784,-57.355476,70.302696,0.89940262,112.72398,-3.1760676,59.211773
52600000000,-6.2697721,92.496445,-54.66843,-163.42883,1.0654143,94.234833,-2.9413016,36.953163
52660000000,-6.28373,87.223679,-62.36446,24.88525,1.5929477,75.486511,-3.1638587,13.862898
52720000000,-6.3278494,82.164055,-64.5858,-176.15637,2.4117262,55.811363,-3.7682488,-11.360514
52780000000,-6.3387041,76.620689,-55.827515,-22.314285,3.5175231,33.880657,-4.8279567,-41.805847
52840000000,-6.3750167,71.164284,-54.170731,115.99585,4.5598207,8.6813192,-6.5849705,-84.439888
52900000000,-6.3391237,65.95118,-51.513126,-92.633392,5.220468,-18.556007,-7.9113159,-141.7502
52960000000,-6.3685479,61.136738,-62.348446,5.9294996,5.395617,-45.86842,-7.0171037,157.40842
53020000000,-6.393394,55.265171,-56.550037,33.808514,5.233531,-70.973053,-5.1973968,113.4866
53080000000,-6.3762817,50.689476,-54.077377,-158.96179,5.0676246,-93.331398,-4.1317325,81.682266
53140000000,-6.5394392,45.648811,-55.009159,-126.29957,5.0871134,-113.63857,-3.4475389,55.775318
53200000000,-6.7071786,39.674122,-56.193489,110.47389,5.4694428,-132.80873,-3.3130343,33.723835
53260000000,-6.7164459,34.815968,-63.49971,71.347969,6.171783,-152.56145,-3.6529295,10.230447
53320000000,-6.804667,28.585972,-54.677372,20.760376,7.141324,-173.75871,-4.3678465,-15.216187
53380000000,-6.7766371,23.035631,-82.650139,-172.37337,8.2669802,162.55511,-6.1720462,-46.768028
53440000000,-6.8887043,17.621225,-51.953709,-157.47659,9.2685041,136.16187,-8.9613037,-94.241882
53500000000,-6.7890635,11.741128,-54.119347,77.366394,9.8399124,108.28156,-10.787222,-161.54918
53560000000,-6.8010178,7.400176,-61.79327,128.74255,9.9651031,81.071465,-8.6060572,134.01335
53620000000,-6.9744782,1.8715786,-53.477646,-52.328762,9.9101801,56.276173,-6.2949529,94.693146
53680000000,-6.9420562,-3.224304,-54.647972,-54.220264,9.9316397,34.06802,-5.1058502,65.36763
53740000000,-7.1307969,-8.1177883,-60.318886,75.802246,10.218845,12.943229,-4.5150003,41.611622
53800000000,-7.1225371,-14.68566,-52.987919,96.381851,10.814877,-8.1803179,-4.7691298,19.46089
53860000000,-7.1798711,-19.892199,-53.385929,148.05116,11.685097,-30.37365,-5.6714044,-5.3698645
53920000000,-7.3267279,-26.533234,-58.205395,-54.287262,12.678929,-54.478718,-7.7674546,-33.65794
53980000000,-7.1768374,-32.513489,-54.919128,142.51717,13.555648,-81.243561,-12.449052,-76.37545
54040000000,-7.2463493,-37.704365,-58.679333,36.233192,14.101704,-109.48798,-16.361347,-168.99655
54100000000,-7.1203794,-43.876591,-65.325638,178.14407,14.222771,-136.95171,-10.899336,117.43709
54160000000,-7.1630864,-47.801044,-65.382607,-96.240349,14.14387,-161.98854,-7.3354998,82.350288
54220000000,-7.2043476,-54.347095,-55.342167,103.90576,14.135487,174.69844,-5.8254499,56.23978
54280000000,-7.1099458,-59.611855,-56.82151,-15.524455,14.398858,153.28105,-5.1911111,32.867821
54340000000,-7.457499,-64.482735,-54.730167,-72.178764,14.936338,131.55737,-5.4421391,11.074944
54400000000,-7.4167953,-72.156372,-51.17202,-142.7027,15.7348,108.55663,-6.6129909,-15.163925
54460000000,-7.4300046,-77.326195,-59.726887,-82.751259,16.64019,83.516121,-9.2309265,-47.935646
54520000000,-7.6160812,-84.11647,-51.394413,-0.68777925,17.398317,56.207886,-14.180819,-105.44341
54580000000,-7.5237455,-90.109688,-51.211063,163.81952,17.678867,27.865276,-12.955922,157.5481
54640000000,-7.5248313,-95.687241,-54.913967,160.91586,17.619427,1.0033956,-8.281518,107.63657
54700000000,-7.4750638,-101.7925,-56.585659,144.38194,17.41711,-23.141014,-5.7327991,76.493446
54760000000,-7.4259267,-106.65331,-58.421318,77.324142,17.42267,-44.772133,-4.5430193,52.551525
54820000000,-7.6208248,-111.89002,-53.164146,-145.60965,17.654772,-64.927872,-4.1130795,30.032444
54880000000,-7.7315698,-117.82403,-58.769096,4.6684055,18.323778,-85.242477,-4.2670274,8.7901669
54940000000,-7.9862962,-123.18603,-58.832443,-130.40294,19.304707,-106.31684,-5.1866684,-15.9175
55000000000,-8.2310028,-129.01256,-56.236034,48.346786,20.460659,-130.14246,-7.0286913,-46.839237
55060000000,-8.4546309,-135.24258,-59.456154,-91.385902,21.591516,-156.81567,-10.212479,-96.796783
55120000000,-8.4667263,-141.74231,-60.522144,-116.28806,22.365358,174.37653,-11.039463,-173.22882
55180000000,-8.3535252,-147.2195,-54.238037,43.08609,22.724224,146.30637,-7.8316474,127.50124
55240000000,-8.6087294,-151.58264,-56.896919,173.53099,22.829096,120.35146,-5.4411964,91.083206
55300000000,-8.7778883,-156.8735,-54.689388,-25.958828,23.099276,96.857857,-4.207675,63.9529
55360000000,-9.1453209,-161.93118,-53.358814,14.291181,23.512583,74.191231,-3.7302051,41.289719
55420000000,-9.4132013,-163.7664,-63.657715,-122.07133,24.421007,51.573406,-3.7586546,20.982754
55480000000,-9.8388796,-166.64613,-54.897942,-146.01639,25.656229,27.505283,-4.2668676,-0.06658379
